REACH_ID,LENGTH_M,AREA_SQKM,SPRAG14RCH,ACW,ACH
19847,29.75385,3.0866,12,3.80000000000,0.40000000000
19848,31.28818,3.0757,12,3.80000000000,0.40000000000
19849,29.09346,3.0489,12,3.80000000000,0.40000000000
19850,30.60049,3.0307,12,3.80000000000,0.40000000000
19851,28.92937,2.9268,12,3.80000000000,0.40000000000
19852,29.86304,2.9168,12,3.80000000000,0.40000000000
19853,29.92900,2.9082,12,3.80000000000,0.40000000000
19854,30.19500,2.8897,12,3.80000000000,0.40000000000
19855,29.81305,2.8636,12,3.80000000000,0.40000000000
19856,29.87793,2.8513,12,3.80000000000,0.40000000000
19857,30.10933,2.8441,12,3.80000000000,0.40000000000
19858,30.72205,2.8275,12,3.80000000000,0.40000000000
19859,29.09005,2.8144,12,3.80000000000,0.40000000000
19860,29.82727,2.7933,12,3.80000000000,0.40000000000
19861,30.54872,2.7751,12,3.80000000000,0.40000000000
19862,30.94664,2.7084,12,3.80000000000,0.40000000000
19863,29.28791,2.7047,12,3.80000000000,0.40000000000
19864,30.73204,2.6904,12,3.80000000000,0.40000000000
19865,29.36642,2.6758,12,3.80000000000,0.40000000000
19866,29.20598,2.6529,12,3.80000000000,0.40000000000
19867,30.55879,2.6315,12,3.80000000000,0.40000000000
19868,30.06576,2.6098,12,3.80000000000,0.40000000000
19869,30.96038,2.5395,12,3.80000000000,0.40000000000
19870,29.67067,2.5380,12,3.80000000000,0.40000000000
19871,30.61486,2.5353,12,3.80000000000,0.40000000000
19872,28.77779,2.5323,12,3.80000000000,0.40000000000
19873,30.69129,2.5250,12,3.80000000000,0.40000000000
19874,30.13807,2.5160,12,3.80000000000,0.40000000000
19875,31.02397,2.4979,12,3.80000000000,0.40000000000
19876,30.00970,2.4475,12,3.80000000000,0.40000000000
19877,28.95170,2.3786,12,3.80000000000,0.40000000000
19878,30.60194,2.3726,12,3.80000000000,0.40000000000
19879,30.85186,2.3640,12,3.80000000000,0.40000000000
19880,29.69627,2.3604,12,3.80000000000,0.40000000000
